skill,domain,difficulty,question_text_latex,source_directory
Linear equations in one variable,Algebra,Hard,"The combined gas law is given by the formula $\frac{P_1V_1}{T_1} = \frac{P_2V_2}{T_2}$, where $P$ is pressure, $V$ is volume, and $T$ is temperature for two different states of a gas. Which of the following gives $T_2$ in terms of the other variables?",../psat
Linear equations in one variable,Algebra,Hard,"Tickets for a concert were sold for \$25 for adults and \$15 for students. The total revenue from the sale of 300 tickets was \$6,500. How many adult tickets were sold?",../psat
Linear equations in one variable,Algebra,Hard,"If $z$ is the solution to the equation $\frac{2z+1}{3} - \frac{z-2}{4} = \frac{z}{2}$, what is the value of the expression $5z-1$?",../psat
Linear equations in one variable,Algebra,Hard,The sum of three consecutive odd integers is 11 more than twice the largest of these integers. What is the smallest of the three integers?,../psat
Linear equations in one variable,Algebra,Hard,"The formula for simple interest is $A = P(1+rt)$, where $A$ is the final amount, $P$ is the principal amount, $r$ is the annual interest rate, and $t$ is the time in years. Which of the following expresses $t$ in terms of $A$, $P$, and $r$?",../psat
Linear equations in one variable,Algebra,Hard,"A painter can paint a room in 6 hours. Her apprentice can paint the same room in 10 hours. If $t$ is the time in hours it takes for them to paint the room together, which of the following equations correctly models this situation?",../psat
Linear equations in one variable,Algebra,Hard,What value of $m$ is the solution to the equation $2(m - 3(m-1)) + 5 = 0$?,../psat
Linear equations in one variable,Algebra,Hard,How many solutions does the equation $\frac{x-1}{3} = \frac{x+2}{3} - 2$ have?,../psat
Linear equations in one variable,Algebra,Hard,"Two cyclists start from the same point and travel in opposite directions. One cyclist travels at a constant speed of 12 miles per hour (mph) and the other at a constant speed of 15 mph. After how much time, in hours, will they be 90 miles apart?",../psat
Linear equations in one variable,Algebra,Hard,"If $3(x-5) - (x-1) = 0$, what is the value of $x^2 + 1$?",../psat
Linear equations in one variable,Algebra,Hard,"The gravitational force between two objects is given by $F = G \frac{m_1 m_2}{r^2}$, where $G$ is the gravitational constant, $m_1$ and $m_2$ are the masses of the two objects, and $r$ is the distance between them. Which of the following formulas correctly solves for the mass $m_1$?",../psat
Linear equations in one variable,Algebra,Hard,"A phone company has a monthly plan that charges a flat fee plus a per-text-message rate. In one month, a customer sent 150 text messages, and the total bill was \$35.00. The next month, the customer sent 220 text messages, and the total bill was \$42.00. What is the monthly flat fee for this plan?",../psat
Linear equations in one variable,Algebra,Hard,"If $m$ is the solution to the equation $\frac{m}{2} + \frac{m}{3} + \frac{m}{4} = 26$, what is the value of $m-4$?",../psat
Linear equations in one variable,Algebra,Hard,"The length of a rectangle is exactly $\frac{2}{3}$ of its width. If the perimeter of the rectangle is 100 units, what is its area?",../psat
Linear equations in one variable,Algebra,Hard,"$c(x-2)+d = 3x - 6$. In the equation above, $c$ and $d$ are constants. If the equation has infinitely many solutions, which of the following must be true? \\ I. $c = 3$ \\ II. $d = 0$ \\ III. $c = -d$",../psat
Linear equations in one variable,Algebra,Hard,"In the equation $7(2w+3) - 5 = 3(2w+3) + 1$, what is the value of the expression $2w+3$?",../psat
Linear equations in one variable,Algebra,Hard,"Alex is 3 years older than twice Ben's age. In 4 years, the sum of their ages will be 59. How old is Ben now?",../psat
Linear equations in one variable,Algebra,Hard,"$4(ax-1)-x = 3(x-2)$. In the given equation, $a$ is a constant. If the equation has no solution, what is the value of $a$?",../psat
Linear equations in one variable,Algebra,Hard,For what value of $m$ does the equation $2(x+m) - 3x = 4 - (x-m)$ have infinitely many solutions?,../psat
Linear equations in one variable,Algebra,Hard,"An investor put a total of \$10,000 into two accounts. One account pays 4% simple annual interest, and the other pays 6% simple annual interest. If the total interest earned after one year was \$520, how much was invested in the account paying 6% interest?",../psat
Linear equations in one variable,Algebra,Hard,"If $\frac{3}{y-2} = \frac{4}{y+1}$, what is the value of $y+1$?",../psat
Linear equations in one variable,Algebra,Hard,"If $x$ is the solution to the equation $0.5(\frac{3}{2}x - 4) = 0.25(x+8)$, what is the value of $x-1$?",../psat
Linear equations in one variable,Algebra,Hard,"The perimeter of an isosceles triangle is 42 cm. The length of each of the two equal sides is 3 cm less than twice the length of the base. What is the length of the base, in cm?",../psat
Linear equations in one variable,Algebra,Hard,"In the equation $\rac{1}{3}(ax - 5) = 2x + b$, $a$ and $b$ are constants. If the equation has no solution and $b > 0$, what is the value of $a$?",../psat
Linear equations in one variable,Algebra,Hard,"The equation $7(x + c) - 2 = 3(2x - 1) + x - 1$ has infinitely many solutions. If $c$ is a constant, what is the value of $c$?",../psat
Linear equations in one variable,Algebra,Hard,"A salesperson earns a base salary of $500 per week plus a commission. The commission is 5% on the first $10,000 of sales and 8% on any sales above $10,000. In a week where the salesperson's total sales, $s$, exceeded $10,000, their total earnings were $1,540. Which equation represents this situation?",../psat
Linear equations in one variable,Algebra,Hard,"If $\rac{3}{4}(y - 5) + 1 = \rac{1}{4}(y - 5) + 9$, what is the value of $y - 5$?",../psat
Linear equations in one variable,Algebra,Hard,For what values of the constant $c$ does the equation $2(3x - c) = 6x + 8$ have no solutions?,../psat
Linear equations in one variable,Algebra,Hard,A chemist needs to create a 10-liter solution that is 25% acid. She has two stock solutions available: Solution A is 10% acid and Solution B is 30% acid. How many liters of Solution B must she use?,../psat
Linear equations in one variable,Algebra,Hard,"$x(x+a) + b = x^2 + 5x - 9$. In the given equation, $a$ and $b$ are constants. If the equation has no solution, which of the following must be true? <br> I. $a = 5$ <br> II. $b \neq -9$ <br> III. $b=5$",../psat
Linear equations in one variable,Algebra,Hard,"Machine A can produce 100 widgets in 40 minutes. Machine B can produce 100 widgets in 60 minutes. If both machines start at the same time, how many minutes, $t$, will it take them to produce a total of 100 widgets working together?",../psat
Linear equations in one variable,Algebra,Hard,What value of $z$ is the solution to the equation $\rac{z-4}{2} - \rac{z-3}{3} = \rac{z-2}{4}$?,../psat
Linear equations in one variable,Algebra,Hard,"The equation $p(x - 2) + q = 3x - 6$ is an identity, meaning it is true for all values of $x$. If $p$ and $q$ are constants, what is the value of $q$?",../psat
Linear equations in one variable,Algebra,Hard,"The equation $(x+2)^2 - x^2 = ax + b$ is an identity, meaning it is true for all values of $x$. If $a$ and $b$ are constants, what is the value of $a-b$?",../psat
Linear equations in one variable,Algebra,Hard,"In the equation $\rac{k}{3}x - 5 = 2(x + c)$, the constants $k$ and $c$ are such that the equation has no solution and $c < -3$. What is the value of $k$?",../psat
Linear equations in one variable,Algebra,Hard,"An investor divides $20,000 into two different investments. Investment X earns 4% annual simple interest, and Investment Y earns 6% annual simple interest. After one year, the total interest from both investments is $1,060. How much more money was invested in Investment Y than in Investment X?",../psat
Linear equations in one variable,Algebra,Hard,"If $\rac{5(3k-7) + 1}{2} = 3(3k-7) - 9$, what is the value of the expression $3k-7$?",../psat
Linear equations in one variable,Algebra,Hard,"The value of a collectible item increased by 20% in its first year. In its second year, its value decreased by 10% from its value at the end of the first year. If the final value after two years was $270, which of the following equations represents the original price, $P$?",../psat
Linear equations in one variable,Algebra,Hard,"The equation $\rac{a}{2}x - 7 = 3(x + b)$ has no solution. If $a$ and $b$ are constants, which of the following MUST be true? <br> I. $a = 6$ <br> II. $b \neq -\rac{7}{3}$ <br> III. $3b = 7$",../psat
Linear equations in one variable,Algebra,Hard,"The perimeter of a rectangle is 92 inches. The length of the rectangle is 4 inches less than three times its width. What is the area of the rectangle, in square inches?",../psat
Linear equations in one variable,Algebra,Hard,How many solutions does the equation $3(x - 2(x+1)) = -3x - 6$ have?,../psat
Linear equations in one variable,Algebra,Hard,What value of $x$ is the solution to the equation $\rac{2x-1}{3} + \rac{x+5}{2} = \rac{4x-1}{3}$?,../psat
Linear equations in one variable,Algebra,Hard,"Two printers, A and B, are used to print a large batch of documents. Printer A, working alone, can complete the job in 6 hours. Printer B, working alone, can complete the same job in 10 hours. Printer A works alone for 2 hours, and then both printers work together to finish the job. What is the total time, in hours, it took to complete the entire job?",../psat
Linear equations in one variable,Algebra,Hard,"The equation $\rac{2}{5}(mx - 3) = \rac{4}{3}x + p$ has no solution. If $m$ and $p$ are constants and $p \neq -\rac{6}{5}$, what is the value of $m$?",../psat
Linear equations in one variable,Algebra,Hard,"The equation $(x-a)^2 - (x^2 + 4) = b - 8x$ is an identity, meaning it is true for all values of $x$. If $a$ and $b$ are constants, what is the value of $a+b$?",../psat
Linear equations in one variable,Algebra,Hard,"A mobile plan costs $45 per month, which includes 10 gigabytes (GB) of data. For any data usage beyond 10 GB, the company charges $8 per GB. Last month, a customer's total bill was $81. How many total gigabytes of data did the customer use?",../psat
Linear equations in one variable,Algebra,Hard,"If $\rac{2}{5}(2y+1) - 4 = \rac{1}{2}(2y+1) - 5$, what is the value of the expression $2y+1$?",../psat
Linear equations in one variable,Algebra,Hard,"A large tank can be filled by an inlet pipe in 5 hours. A drainpipe can empty the full tank in 8 hours. If the tank is empty and both pipes are opened simultaneously, how many hours will it take to fill the tank completely?",../psat
Linear equations in one variable,Algebra,Hard,How many solutions does the equation $4(x - 3(1-x)) = 2(8x - 6)$ have?,../psat
Linear equations in one variable,Algebra,Hard,"An isosceles triangle has a perimeter of 47 inches. The length of one of the two equal sides is given by the expression $5x-3$, and the length of the base is given by $2x+2$. What is the length of the base of the triangle?",../psat
Linear equations in one variable,Algebra,Hard,"The equation $k(x-3) - 1 = 5x + m$ has no solution, where $k$ and $m$ are constants. Which of the following must be true?<br>I. $k=5$<br>II. $m \neq -1$<br>III. $m \neq -16$",../psat
Linear equations in one variable,Algebra,Hard,The sum of three consecutive even integers is 66 less than five times the smallest of these integers. What is the largest of the three integers?,../psat
Linear equations in one variable,Algebra,Hard,"A company's profit $P$, in dollars, for selling $n$ items is given by the formula $P = R - C$, where $R$ is revenue and $C$ is cost. The revenue is given by $R=8.50n$. The cost is given by $C = 4.25n + 1700$. How many items must the company sell to achieve a profit of $6800?",../psat
Linear equations in one variable,Algebra,Hard,"In the equation $(2x-a)^2 - 4x^2 = 12x + b$, $a$ and $b$ are constants. The equation is an identity, holding true for all values of $x$. What is the value of $b$?",../psat
Linear equations in one variable,Algebra,Hard,"A couple buys a house for a price $P$. They pay a 3% real estate agent's commission on the price $P$. They also pay $5,000 in closing costs plus a 1.5% local tax on the price $P$. Their total expenditure, including the price of the house, was $431,500. Which equation correctly represents this situation?",../psat
Linear equations in one variable,Algebra,Hard,How many solutions does the equation $\\frac{1}{2}(6x - 2(x-5)) = 2x + 10$ have?,../psat
Linear equations in one variable,Algebra,Hard,"If $\\frac{5x-4}{3} = \\frac{5x-4}{6} + 2$, what is the value of $5x-4$?",../psat
Linear equations in one variable,Algebra,Hard,"The sum of the interior angles of a convex polygon with $n$ sides is given by the formula $S = 180(n-2)$. In a certain convex hexagon, the measures of the six angles are $x, 2x, 2x-10, x+40, 3x-30,$ and $x-20$ degrees. What is the measure of the largest angle?",../psat
Linear equations in one variable,Algebra,Hard,"The equation $7x - 2(ax+3) = 5x - b$ has no solution. If $a$ is an integer and $b$ is a constant, which of the following must be true?<br>I. $a = 1$<br>II. $b = 6$<br>III. $b \neq 6$",../psat
Linear equations in one variable,Algebra,Hard,"A train travels from City A to City B at an average speed of 60 mph. It returns from City B to City A along the same route at an average speed of 90 mph. The total travel time for the round trip was 5 hours. What is the distance between City A and City B, in miles?",../psat
Linear equations in one variable,Algebra,Hard,What is the solution to the equation $3 - \\frac{2x - \\frac{x}{2}}{3} = x$?,../psat
Linear equations in one variable,Algebra,Hard,"Maria wants to save $1,200 for a trip. She plans to save $75 each week. She already has $150 saved. Maria wants to find out how many more weeks, $w$, she needs to save. She revises her goal, reducing the total amount she needs to save by $100. Which of the following equations can Maria use to solve for $w$?",../psat
